id,client_id,name,centroid,lat,lng,address,notes,created_at
9e36ba90-f252-4e49-a1c2-783a92f92fbd,dd68ed48-0adc-424c-85b0-c19ac91be004,Sede,,,,,,2025-11-30 21:59:08.15045
