id,name,category_id,description,is_active,subcategory_id,marca,package_size,segment,timac_points
9d408d5b-d9df-4c51-9738-efd88e1f398c,FERTIACTYL GZ - 5LTS,cat-especialidades,TIMAC,t,,TIMAC,5.00,,1.00
89ae8ab9-5e2f-490d-8152-e5384bf295ae,FERTIACTYL SWEET- 10 LTS.,cat-especialidades,TIMAC,t,,TIMAC,10.00,,1.00
45e62da5-2272-41bf-802d-8f6d88b750ee,SEACTIV AXIS NG-10 LTS,cat-especialidades,TIMAC,t,,TIMAC,10.00,,1.00
392adaa8-3853-429a-a1f3-8ff1af265208,FERT 08-20-10 - MOSAIC - BB - KG,cat-fertilizantes,MOSAIC,t,,MOSAIC,,,0.00
c9ff0590-018a-40a5-a7da-801b22b39235,EUROFIT MAX - 10LTS,cat-especialidades,TIMAC,t,,TIMAC,10.00,,1.00
68f79595-d9ba-4142-a36e-6a9d0582247c,SEACTIV VITAL 954 - 10LTS,cat-especialidades,TIMAC,t,,TIMAC,10.00,,1.00
68169cfb-4ad8-457c-8851-2ae04f2ad409,FERT SULFAMMO META S - TIMAC - BB - KG,cat-fertilizantes,TIMAC,t,,TIMAC,,,0.00
5c499719-5efa-4656-a463-d9bda30082d3,FERT INRIZZA 490 03-26-00 TIMAC - BB,cat-fertilizantes,TIMAC,t,,TIMAC,,,0.00
87d1684a-8569-48f3-a433-18ecc72b12f7,FERT 15-15-15 - BR FERTIL - BB - KG,cat-fertilizantes,BR FERTIL,t,,BR FERTIL,,,0.00
1c4bcfa3-8896-4a7b-a73e-d40176022714,YARA VITA FOLICARE - BLS 25KG,cat-especialidades,YARA FERTILIZANTES,t,,YARA FERTILIZANTES,25.00,,0.00
