id,name,type,year,start_date,end_date,is_active
3c6eadc5-6101-4ae8-ab72-ba0e73ab68ee,Soja 25/26,soja_verao,2025,2025-03-30 00:00:00,2026-04-30 00:00:00,t
cb210c32-d648-4ab3-a78e-554003453861,Safra 2026,soja_verao,2026,2026-01-01 00:00:00,2026-12-31 00:00:00,t
f4b0eeec-8b66-4a21-b742-3f36dbc8cc19,Soja 26/27,soja_verao,2026,2026-01-01 00:00:00,2026-12-31 00:00:00,t
3151091c-24fe-47e8-b801-4e1e99f58d29,Soja 24/25,soja_verao,2024,2024-04-01 00:00:00,2025-04-01 00:00:00,t
06951938-7e92-4167-9be8-961f4c86ef70,Milho 25/25,milho,2025,2025-01-01 00:00:00,2025-12-30 00:00:00,t
8898f9cf-b34c-4918-acbd-0eb322ab00a4,Milho 26/26,milho,2026,2026-01-01 00:00:00,2016-12-30 00:00:00,t
