id,user_id,master_client_id,custom_name,planting_area,cultures,planting_progress,is_top80_20,is_active,created_at,credit_limit,include_in_market_area
e97ff37f-5150-42cf-99da-e763e907b015,4f752ce4-b8f4-42a5-98a9-17a335304d6f,be127e6a-24c1-4326-b70c-425358527f5e,,1200.00,,0.00,t,t,2025-10-08 02:11:43.222629,,t
c85733d6-36e2-45bb-8656-0473842ac362,4f752ce4-b8f4-42a5-98a9-17a335304d6f,b1631331-52a6-4f4f-b602-2b9591a9edee,,217.50,,0.00,t,t,2025-10-08 02:11:41.073304,,t
4463a5d9-3632-492c-849c-f66d05e0fb66,4f752ce4-b8f4-42a5-98a9-17a335304d6f,2c071c21-a553-4567-9f40-774a9d9b3ae5,DEIVSON SOUZA BONFIM,420.00,[],0.00,f,t,2025-10-08 17:02:43.077719,,f
a4629d87-f586-4959-917a-d59ce27018dd,4f752ce4-b8f4-42a5-98a9-17a335304d6f,71546b5b-c5d6-4bc3-97d5-07fb96aa2395,,629.20,,0.00,f,t,2025-10-08 02:11:43.042624,,f
152e202b-240e-4cda-9ac8-b31426d35a27,4f752ce4-b8f4-42a5-98a9-17a335304d6f,b4cad117-1a08-46c6-82af-92f0f427ef1a,,960.00,,0.00,t,t,2025-10-08 02:11:42.685083,,t
8b3429d4-7b03-4102-a34d-20766663ca11,4f752ce4-b8f4-42a5-98a9-17a335304d6f,7cc81c42-3c6e-4d6c-ae96-99ee432c798f,,,,0.00,f,t,2025-10-08 16:19:11.978214,,f
d3f687f6-221c-4493-b412-2eaa261d5d94,4f752ce4-b8f4-42a5-98a9-17a335304d6f,f91d5c94-ecb6-4507-8735-f3e926058318,,,,0.00,f,t,2025-10-08 17:02:45.319868,,f
021276d1-cd1d-4473-a13a-4b9d0fd3ef72,4f752ce4-b8f4-42a5-98a9-17a335304d6f,3c869c3e-2402-4ad8-97ee-c67173576de2,,1000.00,,0.00,t,t,2025-10-08 02:11:41.250944,,t
8fd2b3f0-4d7d-4a4a-83e8-2fa315e6ccdb,4f752ce4-b8f4-42a5-98a9-17a335304d6f,cd9f6b72-c52a-46ff-8ca8-aa60dec2e898,,,,0.00,t,t,2025-10-08 16:19:28.196894,,t
c0f6dbfb-4763-4434-9661-2663e9cccd7f,4f752ce4-b8f4-42a5-98a9-17a335304d6f,e96a5557-4faf-40c3-87a1-976cb96c20eb,,420.00,,0.00,t,t,2025-10-08 02:11:41.608158,,t
b81e5d71-f1b5-4a55-8d4b-d5e2accca894,4f752ce4-b8f4-42a5-98a9-17a335304d6f,0212e9c5-c1b9-40f5-a61a-494a522ddeb1,,217.50,,0.00,t,t,2025-10-08 02:11:40.893796,,t
8fb84fdb-628f-4d49-b514-29b5fd9af56f,4f752ce4-b8f4-42a5-98a9-17a335304d6f,d1432eab-306f-4939-90bf-976cd0d19062,,,,0.00,t,t,2025-10-08 16:19:13.822027,,f
5a5e8e4e-bfae-4698-8ada-0c3232d991d6,4f752ce4-b8f4-42a5-98a9-17a335304d6f,b13a1280-b905-4d4d-9db1-03257d4f2e80,,345.00,,0.00,t,t,2025-10-08 02:11:42.145149,,t
c1d9eb68-b517-48bc-b5bd-66c64a886b54,4f752ce4-b8f4-42a5-98a9-17a335304d6f,fb0aa440-56f8-4d37-94bc-1e60a5400849,,,,0.00,t,t,2025-10-08 16:19:21.070222,,f
