id,user_id,master_client_id,custom_name,planting_area,cultures,planting_progress,is_top80_20,is_active,created_at,credit_limit,include_in_market_area
766743e9-4c04-4a5c-ba37-fee1951053f3,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,ef264a78-d770-4eec-b41b-0b365a81f5a2,,,,0.00,f,t,2025-10-31 19:13:57.296102,,f
0857cdfa-b43c-4254-ab7a-11397be1640a,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,f10180e2-fe57-4c45-8e25-f336200199e9,,,,0.00,f,t,2025-10-31 19:13:58.800387,,f
cc0456d9-74d3-4347-896e-b842b3b25064,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,be127e6a-24c1-4326-b70c-425358527f5e,,,,0.00,f,t,2025-10-31 19:14:02.627505,,f
1dc9c888-40ff-4f85-8ac4-5de3e776860d,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,10b6bca8-a6ba-40e0-8a20-9c8845ef2b80,,,,0.00,f,t,2025-10-31 19:14:03.504329,,f
9d7d26ff-6811-437a-b0a8-4e47e82ea706,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,20dbd21a-7e9e-44b9-bbd9-e119e2990d66,,,,0.00,f,t,2025-10-31 19:14:04.207235,,f
40393d44-ea58-4ca9-a3ea-56e6e7d6a3db,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,a1f4a473-3ec0-4f3c-b2f8-a9af6921a176,,,,0.00,f,t,2025-10-31 19:14:07.320483,,f
b4ea95e9-f154-4168-8da4-85c24368dae1,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,c1f858de-c4c4-4074-a466-e1511dc34ed4,,,,0.00,f,t,2025-10-31 19:14:07.930102,,f
49208a93-1d45-4351-a12a-decc5aaa601e,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,f3da5477-00fa-451a-98da-6a9733c03301,,,,0.00,f,t,2025-10-31 19:14:09.809297,,f
e837120e-5fae-485b-8030-c2a1e0547197,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,690ccc50-bc1e-47b9-bbe6-1fc5b296a948,,,,0.00,f,t,2025-10-31 19:14:12.461741,,f
51665d95-cc8a-4e97-a71e-e8caab399fca,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,8d2f422a-7e8b-4ad8-98bf-80c2caad475c,,,,0.00,f,t,2025-10-31 19:14:14.863666,,f
ba281dd6-0c1b-4f1f-a890-e8564edf1be7,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,3c0a703f-6d6a-4706-ba62-b0279065156c,,,,0.00,f,t,2025-10-31 19:14:15.46887,,f
53a0d635-5358-4df7-bc45-3d694c57175d,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,090d8bff-83bd-4e41-a17c-c6b80807bc4d,,,,0.00,f,t,2025-10-31 19:14:16.01467,,f
bb27dcd2-5244-4e56-937f-588a181561d5,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,0da38b80-1751-46ee-8877-d5b4c0604c03,,,,0.00,f,t,2025-10-31 19:14:20.200358,,f
57058815-3974-4ab9-aa29-060d5bec98f5,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,f11d5661-b3d7-4093-ace6-015ab9bb4222,,,,0.00,f,t,2025-10-31 19:14:22.173988,,f
5d73e218-82a9-4f05-bb93-c05c13e44c7c,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,4a67f5ce-2690-42a6-aca6-6c0227296455,,,,0.00,f,t,2025-10-31 19:14:22.543083,,f
0e268ece-9826-475c-8a09-b2f9cd11a4eb,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,a5121f07-17c7-4abf-9cde-c86acf739672,,,,0.00,f,t,2025-10-31 19:14:23.470031,,f
38fe7d66-6de6-4c80-ad52-b553684f8eee,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,2e2e8e1b-870a-497e-9dab-9a53427ad144,,,,0.00,f,t,2025-10-31 19:14:23.835046,,f
2e28da81-e6e6-4a01-a045-1aab93645251,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,46d1b93c-bc85-4641-bf38-348c83a8b7f5,,,,0.00,f,t,2025-10-31 19:14:24.843894,,f
77509435-5754-4f5f-b443-52112f48f6a0,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,38d22a8f-c278-45b7-833d-85e68241a19e,,,,0.00,f,t,2025-10-31 19:14:25.214485,,f
a173094a-7f4d-4d5e-a261-4c8aca6c8768,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,d824eb98-7b81-4991-aa82-a546959678c3,,,,0.00,f,t,2025-10-31 19:14:26.067816,,f
a9db0c90-c9ba-4473-ba4f-8a2f30a849cd,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,66959603-6568-4453-9532-6e1d0ec13e65,,,,0.00,f,t,2025-10-31 19:14:29.20369,,f
7d751a11-2c38-4dd2-a729-8c4eb7f9b62e,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,092a8c82-fbd4-4400-bf87-1d5b11c00fe8,,,,0.00,f,t,2025-10-31 19:14:30.88138,,f
34abd182-f46c-4f51-bc4d-9e8aaac37f6d,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,5977a22d-0298-4ef1-94d2-ab90357384b7,,,,0.00,f,t,2025-10-31 19:14:34.373456,,f
ca45ab93-523d-4e40-aa42-128880c44285,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,ecd0c6ec-5383-443b-8903-23112376bdf3,,,,0.00,f,t,2025-10-31 19:14:34.897263,,f
cb908b11-c20b-49f2-8a9a-e8c7b56012e5,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,2c071c21-a553-4567-9f40-774a9d9b3ae5,,,,0.00,f,t,2025-10-31 19:15:06.528163,,f
202a06ab-8634-4c0d-8085-6612bbfe58f4,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,076b2ebb-e9bc-439e-9bc8-6e62bf514af0,,,,0.00,f,t,2025-10-31 19:15:07.646124,,f
5e41a5bf-d1d4-4bba-a240-5af03b5f82c1,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,f91d5c94-ecb6-4507-8735-f3e926058318,,,,0.00,f,t,2025-10-31 19:15:17.175816,,f
ca640d28-a7a0-4e47-904e-8990a337c480,3de3ad2e-1f77-45fa-937c-021f1ec3fb75,b4f36373-2070-4389-b67b-9f7d133ff132,,,,0.00,f,t,2025-10-31 19:15:23.545407,,f
dd68ed48-0adc-424c-85b0-c19ac91be004,d0187ffd-ee55-4a37-bd77-c16404f484ab,b4cad117-1a08-46c6-82af-92f0f427ef1a,,,,0.00,f,t,2025-11-30 21:54:22.667984,,f
164a0627-434c-48b6-ba14-a6424a781126,d0187ffd-ee55-4a37-bd77-c16404f484ab,e96a5557-4faf-40c3-87a1-976cb96c20eb,,,,0.00,f,t,2025-11-30 21:54:23.081109,,f
dedc0451-647e-412a-be8d-649c182a93b8,d0187ffd-ee55-4a37-bd77-c16404f484ab,7cc81c42-3c6e-4d6c-ae96-99ee432c798f,,,,0.00,f,t,2025-11-30 21:54:23.91416,,f
e6fd5874-dc2e-4736-8101-e4c406530af3,d0187ffd-ee55-4a37-bd77-c16404f484ab,66959603-6568-4453-9532-6e1d0ec13e65,,,,0.00,f,t,2025-11-30 21:54:24.333497,,f
1e11ccae-e57d-4302-a7a5-10e1d303a20c,d0187ffd-ee55-4a37-bd77-c16404f484ab,b13a1280-b905-4d4d-9db1-03257d4f2e80,,,,0.00,f,t,2025-11-30 21:54:24.630971,,f
431d1340-bb31-4b75-b928-a0d9f396617a,d0187ffd-ee55-4a37-bd77-c16404f484ab,4a67f5ce-2690-42a6-aca6-6c0227296455,,,,0.00,f,t,2025-11-30 21:54:25.523327,,f
dfd11078-b1e2-4daf-8447-e5712222e094,d0187ffd-ee55-4a37-bd77-c16404f484ab,d1432eab-306f-4939-90bf-976cd0d19062,,,,0.00,f,t,2025-11-30 21:54:25.93934,,f
1b78a0b1-5656-472a-9b39-10716cbb0dc3,d0187ffd-ee55-4a37-bd77-c16404f484ab,cd9f6b72-c52a-46ff-8ca8-aa60dec2e898,,,,0.00,t,t,2025-11-30 21:54:40.353307,,f
e7d98f52-7c9b-4bea-ab5c-c462c43f4ed7,d0187ffd-ee55-4a37-bd77-c16404f484ab,b1631331-52a6-4f4f-b602-2b9591a9edee,,,,0.00,t,t,2025-11-30 21:54:26.236241,,f
e2166126-1290-44c4-a6ff-234d04090ad0,d0187ffd-ee55-4a37-bd77-c16404f484ab,090d8bff-83bd-4e41-a17c-c6b80807bc4d,,,,0.00,t,t,2025-11-30 21:54:20.424613,,f
53ed0d13-8323-492b-b822-f37d3f6891c3,d0187ffd-ee55-4a37-bd77-c16404f484ab,0212e9c5-c1b9-40f5-a61a-494a522ddeb1,,,,0.00,t,t,2025-11-30 21:54:26.533397,,f
28dad788-2e9d-466e-8f15-e61e1165856d,d0187ffd-ee55-4a37-bd77-c16404f484ab,d824eb98-7b81-4991-aa82-a546959678c3,,,,0.00,t,t,2025-11-30 21:54:25.218829,,f
61d0fda3-cad2-499f-b75f-41593903afe0,d0187ffd-ee55-4a37-bd77-c16404f484ab,f8495217-4fb3-4a74-ac3c-4dbcc4f6c3c0,,,,0.00,f,t,2025-11-30 21:54:37.005608,,t
c8ca0020-f042-470e-914b-18720bd3b7aa,d0187ffd-ee55-4a37-bd77-c16404f484ab,fb0aa440-56f8-4d37-94bc-1e60a5400849,,,,0.00,t,t,2025-11-30 21:54:33.293567,,t
36dabcff-ad47-48ad-8896-a88f3f2760cb,d0187ffd-ee55-4a37-bd77-c16404f484ab,f3da5477-00fa-451a-98da-6a9733c03301,,,,0.00,f,t,2025-11-30 21:54:23.4994,,t
ac1c9c21-ef1c-46a9-8a2c-cc678281494f,d0187ffd-ee55-4a37-bd77-c16404f484ab,3c869c3e-2402-4ad8-97ee-c67173576de2,,,,0.00,f,t,2025-11-30 21:54:37.299167,,t
0ef866e0-730d-478f-add0-e4effb1de62e,d0187ffd-ee55-4a37-bd77-c16404f484ab,be127e6a-24c1-4326-b70c-425358527f5e,,,,0.00,f,t,2025-11-30 21:54:24.925423,,t
e796036c-53f4-471b-9700-2bde4ce53c58,d0187ffd-ee55-4a37-bd77-c16404f484ab,6d95104d-d762-43ed-b7e2-7676acd2c169,,,,0.00,f,t,2025-11-30 21:54:31.323569,,t
aa8e1726-09b9-4aae-89f0-c43d562d220f,d0187ffd-ee55-4a37-bd77-c16404f484ab,c1a947e6-105f-49a9-88db-8b88c37b7246,,,,0.00,f,t,2025-11-30 21:54:43.037414,,t
568e6638-0899-4b22-85c2-3b08e136bb46,d0187ffd-ee55-4a37-bd77-c16404f484ab,1b4c3cc6-becd-4229-9957-158d2c09a7fb,,,,0.00,t,t,2025-11-30 21:54:33.591449,,f
